fecha,pedido,categoria,producto,region,canal,envio,unidades,importe,dias_entrega
2026-08-13,MER-100231,Accesorios,Cargador USB-C de 65 W,Ciudad de México,Marketplace,Estándar,2,1580,3
2026-08-13,MER-100274,Ropa,Camiseta de algodón orgánico,Yucatán,App móvil,Estándar,2,798,5
2026-08-14,MER-100076,Electrónica,Laptop Meridia Pro 14,Yucatán,Web,Estándar,1,24990,4
2026-08-15,MER-100194,Electrónica,Audífonos con cancelación de ruido,Yucatán,Web,Exprés,1,3990,1
2026-08-15,MER-100230,Electrónica,Audífonos con cancelación de ruido,Nuevo León,Web,Estándar,1,3990,3
2026-08-15,MER-100283,Hogar,Silla ergonómica de oficina,Puebla,Web,Estándar,2,10980,5
2026-08-16,MER-100122,Accesorios,Mochila para laptop impermeable,Baja California,App móvil,Exprés,2,2580,1
2026-08-17,MER-100352,Electrónica,Audífonos con cancelación de ruido,Yucatán,App móvil,Estándar,2,7980,3
2026-08-18,MER-100160,Electrónica,Monitor curvo 27 pulgadas,Yucatán,App móvil,Estándar,1,6490,5
2026-08-19,MER-100380,Electrónica,Teclado mecánico retroiluminado,Puebla,Web,Estándar,1,1890,3
2026-08-20,MER-100061,Accesorios,Funda protectora para laptop,Nuevo León,Marketplace,Estándar,1,490,3
2026-08-20,MER-100068,Electrónica,Teclado mecánico retroiluminado,Ciudad de México,Web,Estándar,2,3780,5
2026-08-20,MER-100077,Ropa,Camiseta de algodón orgánico,Yucatán,App móvil,Estándar,2,798,6
2026-08-21,MER-100114,Electrónica,Laptop Meridia Pro 14,Ciudad de México,App móvil,Estándar,1,24990,3
2026-08-22,MER-100132,Ropa,Sudadera con capucha,Baja California,App móvil,Estándar,1,899,3
2026-08-22,MER-100242,Ropa,Camiseta de algodón orgánico,Ciudad de México,Marketplace,Exprés,2,798,2
2026-08-22,MER-100361,Hogar,Silla ergonómica de oficina,Nuevo León,App móvil,Estándar,1,5490,5
2026-08-23,MER-100069,Ropa,Camiseta de algodón orgánico,Puebla,Web,Estándar,2,798,6
2026-08-25,MER-100324,Electrónica,Monitor curvo 27 pulgadas,Nuevo León,App móvil,Exprés,2,12980,2
2026-08-25,MER-100374,Accesorios,Cargador USB-C de 65 W,Nuevo León,App móvil,Estándar,1,790,6
2026-08-26,MER-100063,Electrónica,Audífonos con cancelación de ruido,Puebla,Web,Mismo día,2,7980,0
2026-08-27,MER-100156,Ropa,Chamarra ligera impermeable,Yucatán,App móvil,Exprés,2,3380,2
2026-08-27,MER-100259,Ropa,Camiseta de algodón orgánico,Nuevo León,Web,Estándar,3,1197,3
2026-08-28,MER-100054,Accesorios,Mochila para laptop impermeable,Nuevo León,Marketplace,Estándar,2,2580,6
2026-08-29,MER-100032,Accesorios,Cargador USB-C de 65 W,Baja California,Web,Exprés,2,1580,2
2026-08-29,MER-100234,Accesorios,Funda protectora para laptop,Jalisco,Marketplace,Estándar,1,490,5
2026-08-29,MER-100369,Ropa,Sudadera con capucha,Yucatán,App móvil,Estándar,3,2697,3
2026-08-30,MER-100123,Ropa,Chamarra ligera impermeable,Yucatán,App móvil,Exprés,2,3380,2
2026-08-31,MER-100182,Electrónica,Teclado mecánico retroiluminado,Nuevo León,App móvil,Estándar,2,3780,5
2026-08-31,MER-100394,Accesorios,Funda protectora para laptop,Baja California,Marketplace,Estándar,3,1470,6
2026-09-01,MER-100382,Electrónica,Audífonos con cancelación de ruido,Ciudad de México,Web,Estándar,2,7980,4
2026-09-02,MER-100008,Electrónica,Laptop Meridia Pro 14,Baja California,App móvil,Estándar,2,49980,5
2026-09-03,MER-100009,Electrónica,Teclado mecánico retroiluminado,Baja California,Marketplace,Exprés,2,3780,1
2026-09-05,MER-100163,Hogar,Cafetera de goteo programable,Baja California,Web,Mismo día,1,1490,0
2026-09-06,MER-100070,Electrónica,Audífonos con cancelación de ruido,Yucatán,App móvil,Estándar,1,3990,6
2026-09-06,MER-100248,Electrónica,Teclado mecánico retroiluminado,Ciudad de México,Marketplace,Estándar,1,1890,3
2026-09-06,MER-100285,Electrónica,Audífonos con cancelación de ruido,Ciudad de México,Marketplace,Estándar,2,7980,4
2026-09-08,MER-100113,Ropa,Chamarra ligera impermeable,Ciudad de México,Marketplace,Estándar,3,5070,3
2026-09-08,MER-100220,Electrónica,Teclado mecánico retroiluminado,Puebla,App móvil,Estándar,2,3780,4
2026-09-10,MER-100289,Accesorios,Cargador USB-C de 65 W,Jalisco,Web,Estándar,2,1580,3
2026-09-11,MER-100221,Accesorios,Cargador USB-C de 65 W,Baja California,App móvil,Estándar,1,790,3
2026-09-13,MER-100116,Electrónica,Monitor curvo 27 pulgadas,Nuevo León,Web,Estándar,3,19470,3
2026-09-13,MER-100247,Ropa,Chamarra ligera impermeable,Puebla,Marketplace,Estándar,2,3380,5
2026-09-14,MER-100290,Hogar,Lámpara de escritorio LED,Nuevo León,Web,Exprés,2,1780,2
2026-09-16,MER-100004,Hogar,Cafetera de goteo programable,Ciudad de México,App móvil,Exprés,1,1490,2
2026-09-16,MER-100064,Hogar,Cafetera de goteo programable,Ciudad de México,Marketplace,Exprés,1,1490,1
2026-09-16,MER-100336,Hogar,Cafetera de goteo programable,Baja California,Marketplace,Estándar,2,2980,4
2026-09-17,MER-100159,Hogar,Cafetera de goteo programable,Yucatán,Web,Exprés,2,2980,1
2026-09-17,MER-100355,Accesorios,Cargador USB-C de 65 W,Nuevo León,Marketplace,Estándar,1,790,4
2026-09-19,MER-100133,Accesorios,Mochila para laptop impermeable,Baja California,App móvil,Estándar,1,1290,6
2026-09-20,MER-100137,Accesorios,Funda protectora para laptop,Baja California,Web,Estándar,1,490,4
2026-09-20,MER-100154,Hogar,Escritorio elevable,Ciudad de México,Marketplace,Exprés,2,17980,1
2026-09-20,MER-100241,Electrónica,Teclado mecánico retroiluminado,Puebla,App móvil,Estándar,3,5670,5
2026-09-21,MER-100065,Electrónica,Audífonos con cancelación de ruido,Puebla,Marketplace,Exprés,1,3990,2
2026-09-23,MER-100082,Electrónica,Laptop Meridia Pro 14,Jalisco,Web,Estándar,1,24990,6
2026-09-24,MER-100094,Accesorios,Cargador USB-C de 65 W,Puebla,Web,Estándar,2,1580,3
2026-09-24,MER-100328,Accesorios,Cargador USB-C de 65 W,Jalisco,App móvil,Estándar,1,790,4
2026-09-26,MER-100331,Electrónica,Audífonos con cancelación de ruido,Nuevo León,App móvil,Estándar,1,3990,5
2026-09-27,MER-100053,Electrónica,Laptop Meridia Pro 14,Ciudad de México,Marketplace,Estándar,2,49980,5
2026-09-27,MER-100229,Accesorios,Mochila para laptop impermeable,Yucatán,Marketplace,Estándar,1,1290,5
2026-09-29,MER-100124,Electrónica,Teclado mecánico retroiluminado,Nuevo León,Marketplace,Estándar,2,3780,3
2026-10-02,MER-100153,Hogar,Silla ergonómica de oficina,Jalisco,App móvil,Estándar,2,10980,5
2026-10-02,MER-100235,Accesorios,Cargador USB-C de 65 W,Puebla,Marketplace,Estándar,3,2370,4
2026-10-03,MER-100109,Accesorios,Cargador USB-C de 65 W,Puebla,App móvil,Estándar,1,790,4
2026-10-03,MER-100306,Hogar,Silla ergonómica de oficina,Baja California,Marketplace,Estándar,3,16470,3
2026-10-03,MER-100341,Electrónica,Audífonos con cancelación de ruido,Ciudad de México,Marketplace,Estándar,2,7980,6
2026-10-04,MER-100397,Electrónica,Audífonos con cancelación de ruido,Jalisco,App móvil,Estándar,3,11970,6
2026-10-07,MER-100278,Ropa,Camiseta de algodón orgánico,Jalisco,Marketplace,Exprés,1,399,1
2026-10-08,MER-100191,Hogar,Silla ergonómica de oficina,Jalisco,App móvil,Estándar,3,16470,3
2026-10-11,MER-100307,Ropa,Camiseta de algodón orgánico,Jalisco,App móvil,Estándar,3,1197,3
2026-10-11,MER-100419,Electrónica,Teclado mecánico retroiluminado,Baja California,App móvil,Estándar,1,1890,3
2026-10-13,MER-100126,Ropa,Sudadera con capucha,Yucatán,App móvil,Estándar,1,899,4
2026-10-13,MER-100238,Hogar,Cafetera de goteo programable,Yucatán,Marketplace,Estándar,1,1490,5
2026-10-13,MER-100412,Hogar,Silla ergonómica de oficina,Yucatán,App móvil,Estándar,2,10980,5
2026-10-14,MER-100091,Ropa,Sudadera con capucha,Ciudad de México,App móvil,Exprés,1,899,1
2026-10-15,MER-100413,Ropa,Sudadera con capucha,Baja California,Web,Estándar,3,2697,3
2026-10-16,MER-100015,Accesorios,Funda protectora para laptop,Jalisco,Marketplace,Estándar,2,980,6
2026-10-16,MER-100103,Hogar,Lámpara de escritorio LED,Ciudad de México,App móvil,Estándar,2,1780,4
2026-10-16,MER-100196,Hogar,Lámpara de escritorio LED,Jalisco,App móvil,Estándar,1,890,4
2026-10-19,MER-100295,Hogar,Lámpara de escritorio LED,Ciudad de México,App móvil,Estándar,2,1780,4
2026-10-19,MER-100302,Ropa,Sudadera con capucha,Jalisco,Marketplace,Exprés,1,899,1
2026-10-21,MER-100146,Hogar,Cafetera de goteo programable,Nuevo León,App móvil,Estándar,3,4470,3
2026-10-22,MER-100368,Ropa,Sudadera con capucha,Baja California,Web,Estándar,1,899,6
2026-10-23,MER-100039,Hogar,Escritorio elevable,Yucatán,Marketplace,Estándar,2,17980,4
2026-10-23,MER-100062,Hogar,Cafetera de goteo programable,Ciudad de México,Web,Estándar,1,1490,3
2026-10-25,MER-100138,Electrónica,Audífonos con cancelación de ruido,Yucatán,App móvil,Estándar,2,7980,6
2026-10-25,MER-100213,Accesorios,Mochila para laptop impermeable,Yucatán,Web,Exprés,1,1290,1
2026-10-25,MER-100294,Ropa,Chamarra ligera impermeable,Jalisco,Marketplace,Mismo día,1,1690,0
2026-10-27,MER-100205,Accesorios,Mochila para laptop impermeable,Ciudad de México,Marketplace,Estándar,3,3870,3
2026-10-29,MER-100330,Accesorios,Funda protectora para laptop,Baja California,Web,Estándar,1,490,3
2026-10-29,MER-100396,Hogar,Escritorio elevable,Ciudad de México,App móvil,Estándar,2,17980,4
2026-10-30,MER-100208,Electrónica,Laptop Meridia Pro 14,Baja California,App móvil,Estándar,2,49980,5
2026-10-31,MER-100400,Electrónica,Teclado mecánico retroiluminado,Baja California,Marketplace,Estándar,1,1890,5
2026-11-01,MER-100057,Ropa,Chamarra ligera impermeable,Jalisco,Web,Exprés,3,5070,2
2026-11-01,MER-100111,Accesorios,Mochila para laptop impermeable,Yucatán,Marketplace,Estándar,3,3870,6
2026-11-04,MER-100379,Ropa,Sudadera con capucha,Puebla,Marketplace,Estándar,2,1798,4
2026-11-06,MER-100006,Electrónica,Monitor curvo 27 pulgadas,Nuevo León,App móvil,Estándar,3,19470,5
2026-11-06,MER-100323,Accesorios,Cargador USB-C de 65 W,Jalisco,App móvil,Exprés,2,1580,2
2026-11-09,MER-100237,Accesorios,Cargador USB-C de 65 W,Yucatán,App móvil,Estándar,1,790,3
2026-11-09,MER-100358,Hogar,Silla ergonómica de oficina,Jalisco,Marketplace,Exprés,1,5490,1
2026-11-09,MER-100390,Hogar,Lámpara de escritorio LED,Jalisco,Web,Exprés,2,1780,2
2026-11-10,MER-100005,Ropa,Chamarra ligera impermeable,Ciudad de México,Marketplace,Estándar,2,3380,5
2026-11-12,MER-100216,Accesorios,Cargador USB-C de 65 W,Jalisco,App móvil,Estándar,3,2370,6
2026-11-14,MER-100001,Hogar,Cafetera de goteo programable,Yucatán,Marketplace,Exprés,1,1490,1
2026-11-15,MER-100203,Accesorios,Cargador USB-C de 65 W,Yucatán,App móvil,Estándar,2,1580,5
2026-11-15,MER-100395,Accesorios,Mochila para laptop impermeable,Yucatán,Web,Estándar,1,1290,4
2026-11-17,MER-100016,Hogar,Escritorio elevable,Puebla,Marketplace,Mismo día,1,8990,0
2026-11-18,MER-100066,Ropa,Sudadera con capucha,Ciudad de México,Marketplace,Exprés,3,2697,1
2026-11-18,MER-100326,Electrónica,Audífonos con cancelación de ruido,Puebla,Web,Estándar,3,11970,3
2026-11-19,MER-100083,Electrónica,Monitor curvo 27 pulgadas,Jalisco,App móvil,Estándar,2,12980,6
2026-11-19,MER-100167,Electrónica,Laptop Meridia Pro 14,Ciudad de México,Web,Estándar,1,24990,6
2026-11-19,MER-100329,Electrónica,Audífonos con cancelación de ruido,Puebla,App móvil,Estándar,2,7980,4
2026-11-19,MER-100370,Ropa,Chamarra ligera impermeable,Yucatán,Marketplace,Estándar,1,1690,5
2026-11-21,MER-100356,Accesorios,Funda protectora para laptop,Puebla,Marketplace,Estándar,3,1470,5
2026-11-22,MER-100168,Ropa,Sudadera con capucha,Baja California,Web,Estándar,2,1798,6
2026-11-22,MER-100402,Ropa,Chamarra ligera impermeable,Ciudad de México,Web,Estándar,1,1690,6
2026-11-23,MER-100150,Hogar,Lámpara de escritorio LED,Ciudad de México,App móvil,Estándar,3,2670,6
2026-11-23,MER-100201,Ropa,Sudadera con capucha,Jalisco,Marketplace,Estándar,2,1798,3
2026-11-23,MER-100265,Electrónica,Laptop Meridia Pro 14,Yucatán,Marketplace,Estándar,1,24990,4
2026-11-24,MER-100010,Electrónica,Laptop Meridia Pro 14,Puebla,Marketplace,Mismo día,3,74970,0
2026-11-26,MER-100271,Ropa,Camiseta de algodón orgánico,Yucatán,Marketplace,Exprés,1,399,2
2026-11-28,MER-100204,Electrónica,Laptop Meridia Pro 14,Ciudad de México,Web,Exprés,1,24990,2
2026-11-29,MER-100404,Ropa,Chamarra ligera impermeable,Puebla,App móvil,Estándar,3,5070,5
2026-11-30,MER-100125,Hogar,Escritorio elevable,Puebla,App móvil,Exprés,2,17980,1
2026-12-01,MER-100034,Accesorios,Funda protectora para laptop,Puebla,Web,Estándar,1,490,4
2026-12-01,MER-100209,Hogar,Escritorio elevable,Puebla,Marketplace,Estándar,1,8990,5
2026-12-01,MER-100272,Hogar,Lámpara de escritorio LED,Nuevo León,Web,Estándar,2,1780,6
2026-12-01,MER-100407,Hogar,Silla ergonómica de oficina,Jalisco,Web,Exprés,1,5490,1
2026-12-03,MER-100246,Hogar,Escritorio elevable,Baja California,Marketplace,Estándar,2,17980,3
2026-12-03,MER-100291,Hogar,Lámpara de escritorio LED,Puebla,App móvil,Estándar,1,890,4
2026-12-04,MER-100366,Electrónica,Audífonos con cancelación de ruido,Puebla,Web,Exprés,2,7980,1
2026-12-04,MER-100383,Ropa,Camiseta de algodón orgánico,Ciudad de México,Web,Estándar,1,399,6
2026-12-06,MER-100252,Electrónica,Teclado mecánico retroiluminado,Baja California,App móvil,Exprés,1,1890,1
2026-12-07,MER-100108,Accesorios,Cargador USB-C de 65 W,Jalisco,Web,Estándar,1,790,6
2026-12-07,MER-100348,Hogar,Escritorio elevable,Jalisco,App móvil,Exprés,3,26970,1
2026-12-09,MER-100096,Accesorios,Cargador USB-C de 65 W,Puebla,Web,Estándar,2,1580,3
2026-12-09,MER-100100,Hogar,Escritorio elevable,Baja California,Marketplace,Exprés,1,8990,1
2026-12-09,MER-100155,Electrónica,Monitor curvo 27 pulgadas,Nuevo León,App móvil,Mismo día,1,6490,0
2026-12-09,MER-100202,Ropa,Sudadera con capucha,Ciudad de México,App móvil,Estándar,1,899,3
2026-12-10,MER-100033,Ropa,Chamarra ligera impermeable,Nuevo León,App móvil,Estándar,2,3380,4
2026-12-10,MER-100078,Hogar,Escritorio elevable,Jalisco,App móvil,Estándar,1,8990,6
2026-12-11,MER-100027,Ropa,Chamarra ligera impermeable,Jalisco,Web,Estándar,1,1690,6
2026-12-12,MER-100073,Hogar,Lámpara de escritorio LED,Jalisco,App móvil,Exprés,1,890,1
2026-12-12,MER-100217,Electrónica,Monitor curvo 27 pulgadas,Jalisco,Marketplace,Estándar,2,12980,4
2026-12-12,MER-100320,Accesorios,Mochila para laptop impermeable,Ciudad de México,Marketplace,Estándar,1,1290,5
2026-12-13,MER-100199,Ropa,Camiseta de algodón orgánico,Yucatán,Marketplace,Estándar,1,399,5
2026-12-13,MER-100418,Ropa,Camiseta de algodón orgánico,Ciudad de México,Marketplace,Estándar,3,1197,5
2026-12-14,MER-100019,Accesorios,Mochila para laptop impermeable,Baja California,App móvil,Exprés,2,2580,2
2026-12-14,MER-100195,Hogar,Escritorio elevable,Nuevo León,App móvil,Estándar,1,8990,5
2026-12-14,MER-100365,Ropa,Sudadera con capucha,Puebla,Web,Exprés,3,2697,2
2026-12-15,MER-100052,Electrónica,Monitor curvo 27 pulgadas,Jalisco,Web,Exprés,1,6490,1
2026-12-15,MER-100357,Electrónica,Monitor curvo 27 pulgadas,Baja California,Marketplace,Estándar,1,6490,5
2026-12-17,MER-100190,Electrónica,Teclado mecánico retroiluminado,Baja California,Web,Mismo día,2,3780,0
2026-12-19,MER-100081,Ropa,Chamarra ligera impermeable,Nuevo León,Marketplace,Estándar,3,5070,3
2026-12-20,MER-100072,Electrónica,Laptop Meridia Pro 14,Puebla,App móvil,Estándar,2,49980,5
2026-12-20,MER-100219,Accesorios,Mochila para laptop impermeable,Ciudad de México,Marketplace,Estándar,1,1290,6
2026-12-23,MER-100392,Hogar,Cafetera de goteo programable,Baja California,Marketplace,Exprés,2,2980,1
2026-12-25,MER-100175,Accesorios,Mochila para laptop impermeable,Nuevo León,App móvil,Estándar,1,1290,3
2026-12-25,MER-100298,Electrónica,Monitor curvo 27 pulgadas,Puebla,Marketplace,Estándar,1,6490,5
2026-12-26,MER-100318,Hogar,Lámpara de escritorio LED,Jalisco,App móvil,Estándar,3,2670,6
2026-12-27,MER-100037,Accesorios,Mochila para laptop impermeable,Puebla,App móvil,Estándar,2,2580,5
2026-12-29,MER-100017,Electrónica,Laptop Meridia Pro 14,Puebla,Web,Estándar,1,24990,6
2026-12-29,MER-100036,Hogar,Cafetera de goteo programable,Puebla,Marketplace,Estándar,2,2980,3
